case_id,family,paraphrase,developer_label,claim,rc8_status,rc8_accepted,rc8_binding_status,rc8_rule_ids,candidate_status,candidate_accepted,candidate_binding_status,candidate_rule_ids,root_cause,compatibility_or_control_action,expected_mechanism,mechanism_match,case_definition_sha256,receipt_sha256,metadata_sha256,result_sha256
valid_negative-1,valid_negative,1,VALID,"For this completed analysis, aBCC1 was not significant after FDR correction in the supplied result.",NEEDS_REVISION,False,ISSUE_FOUND,BFA-001c,ROBUST_PASS,True,ASSESSED,BFA-001c,rc.8 treated fit_status=COMPLETE as unconfirmed and could not use the receipt's hash-bound original metadata when donor_ids was absent.,Accept the documented COMPLETE synonym; derive donor identity only from an original metadata file whose SHA-256 exactly matches the receipt.,valid_without_high_or_blocker,True,ea302abaaf3e07991772c2dc0df07377fb03bbfee13be1a59cb7c8307db8b7c1,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
valid_negative-2,valid_negative,2,VALID,Our reported conclusion is: ABCC1 was not significant after FDR correction in the supplied result.,NEEDS_REVISION,False,ISSUE_FOUND,BFA-001c,ROBUST_PASS,True,ASSESSED,BFA-001c,rc.8 treated fit_status=COMPLETE as unconfirmed and could not use the receipt's hash-bound original metadata when donor_ids was absent.,Accept the documented COMPLETE synonym; derive donor identity only from an original metadata file whose SHA-256 exactly matches the receipt.,valid_without_high_or_blocker,True,029c1e924c89d43afc4b5fd0cfc5b8118c80e2a059d384e833f65ea6a7fa6ea2,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
valid_positive-0,valid_positive,0,VALID,IL1RN is upregulated and significant after FDR correction in the supplied treated-versus-control result.,NEEDS_REVISION,False,ISSUE_FOUND,BFA-001c,ROBUST_PASS,True,ASSESSED,BFA-001c,rc.8 treated fit_status=COMPLETE as unconfirmed and could not use the receipt's hash-bound original metadata when donor_ids was absent.,Accept the documented COMPLETE synonym; derive donor identity only from an original metadata file whose SHA-256 exactly matches the receipt.,valid_without_high_or_blocker,True,f172c0cbc9745d43bcb5574609d342bdc84757ee393ae4a4058ad3b323f25ec2,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
valid_positive-1,valid_positive,1,VALID,"For this completed analysis, iL1RN is upregulated and significant after FDR correction in the supplied treated-versus-control result.",NEEDS_REVISION,False,ISSUE_FOUND,BFA-001c,ROBUST_PASS,True,ASSESSED,BFA-001c,rc.8 treated fit_status=COMPLETE as unconfirmed and could not use the receipt's hash-bound original metadata when donor_ids was absent.,Accept the documented COMPLETE synonym; derive donor identity only from an original metadata file whose SHA-256 exactly matches the receipt.,valid_without_high_or_blocker,True,04dbcf299126e2f02d335a6c954119ff526af16b56a65e90ee4187d9701ab68d,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
valid_positive-2,valid_positive,2,VALID,Our reported conclusion is: IL1RN is upregulated and significant after FDR correction in the supplied treated-versus-control result.,NEEDS_REVISION,False,ISSUE_FOUND,BFA-001c,ROBUST_PASS,True,ASSESSED,BFA-001c,rc.8 treated fit_status=COMPLETE as unconfirmed and could not use the receipt's hash-bound original metadata when donor_ids was absent.,Accept the documented COMPLETE synonym; derive donor identity only from an original metadata file whose SHA-256 exactly matches the receipt.,valid_without_high_or_blocker,True,286fae83bf0621d18b72511ae08fd00938ac768cfd436859c01a5b4bbc6d1dbb,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
valid_table_presence-0,valid_table_presence,0,VALID,The supplied differential-expression table contains a result for IL1RN.,NEEDS_REVISION,False,ISSUE_FOUND,BFA-001c,ROBUST_PASS,True,ASSESSED,BFA-001c,rc.8 treated fit_status=COMPLETE as unconfirmed and could not use the receipt's hash-bound original metadata when donor_ids was absent.,Accept the documented COMPLETE synonym; derive donor identity only from an original metadata file whose SHA-256 exactly matches the receipt.,valid_without_high_or_blocker,True,8927f29d351aeff6ec481ab31d67231eca2fcc1c0c7616a72c64fd5d94c7913e,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
valid_table_presence-1,valid_table_presence,1,VALID,"For this completed analysis, the supplied differential-expression table contains a result for IL1RN.",NEEDS_REVISION,False,ISSUE_FOUND,BFA-001c,ROBUST_PASS,True,ASSESSED,BFA-001c,rc.8 treated fit_status=COMPLETE as unconfirmed and could not use the receipt's hash-bound original metadata when donor_ids was absent.,Accept the documented COMPLETE synonym; derive donor identity only from an original metadata file whose SHA-256 exactly matches the receipt.,valid_without_high_or_blocker,True,d35900ce2d04230e7bbfe7fcf82f3bfa39bf6a92052e4c5d8b50ca5a71305210,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
valid_table_presence-2,valid_table_presence,2,VALID,Our reported conclusion is: The supplied differential-expression table contains a result for IL1RN.,NEEDS_REVISION,False,ISSUE_FOUND,BFA-001c,ROBUST_PASS,True,ASSESSED,BFA-001c,rc.8 treated fit_status=COMPLETE as unconfirmed and could not use the receipt's hash-bound original metadata when donor_ids was absent.,Accept the documented COMPLETE synonym; derive donor identity only from an original metadata file whose SHA-256 exactly matches the receipt.,valid_without_high_or_blocker,True,48a2d683d54f5e2d1b8230ad505f87e701b23b53dc0a2288159c185d152013e0,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
wrong_design-0,wrong_design,0,INVALID,The recorded donor-adjusted model formula agrees with the fitted design matrix.,BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-001c,BFA-013c",BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-001c,BFA-013c",The claimed formula conflicts with design-matrix columns.,Fail closed through BFA-013c.,BFA-013c,True,8e3463c384b247839a68d1c1f15508e409dad3ccfeb1b509219dd29ca0962dab,41f86bb4d34a1033e1d1a8fc97ea0c8d7badb4d47c164f106c5d26874a9d680b,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
wrong_design-1,wrong_design,1,INVALID,"For this completed analysis, the recorded donor-adjusted model formula agrees with the fitted design matrix.",BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-001c,BFA-013c",BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-001c,BFA-013c",The claimed formula conflicts with design-matrix columns.,Fail closed through BFA-013c.,BFA-013c,True,9605149ca1f4ea9d234ef36bc5ae5162c3fac5a7db94d952c7245b7fd83587b7,41f86bb4d34a1033e1d1a8fc97ea0c8d7badb4d47c164f106c5d26874a9d680b,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
wrong_design-2,wrong_design,2,INVALID,Our reported conclusion is: The recorded donor-adjusted model formula agrees with the fitted design matrix.,BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-001c,BFA-013c",BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-001c,BFA-013c",The claimed formula conflicts with design-matrix columns.,Fail closed through BFA-013c.,BFA-013c,True,d9e7c74370ccad46237aa0c77d850fb90dff781f99c4e924d0c161c59aa2bd84,41f86bb4d34a1033e1d1a8fc97ea0c8d7badb4d47c164f106c5d26874a9d680b,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
wrong_direction-0,wrong_direction,0,INVALID,IL1RN is significantly downregulated after FDR correction in the supplied treated-versus-control result.,NEEDS_REVISION,False,ISSUE_FOUND,"BFA-001c,BFA-015d",NEEDS_REVISION,False,ASSESSED,"BFA-001c,BFA-015d",The claimed effect direction conflicts with the result.,Fail closed through BFA-015d.,BFA-015d,True,538938417be330e1ee3a1888ed4b114b1512dfb96073983779a383e2956c2760,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
wrong_direction-1,wrong_direction,1,INVALID,"For this completed analysis, iL1RN is significantly downregulated after FDR correction in the supplied treated-versus-control result.",NEEDS_REVISION,False,ISSUE_FOUND,"BFA-001c,BFA-015d",NEEDS_REVISION,False,ASSESSED,"BFA-001c,BFA-015d",The claimed effect direction conflicts with the result.,Fail closed through BFA-015d.,BFA-015d,True,0aa361f29a02648de62febec4765e01aee9020ded0e4c075261f80674b92e51c,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
wrong_direction-2,wrong_direction,2,INVALID,Our reported conclusion is: IL1RN is significantly downregulated after FDR correction in the supplied treated-versus-control result.,NEEDS_REVISION,False,ISSUE_FOUND,"BFA-001c,BFA-015d",NEEDS_REVISION,False,ASSESSED,"BFA-001c,BFA-015d",The claimed effect direction conflicts with the result.,Fail closed through BFA-015d.,BFA-015d,True,2962b27f03b1574df27836fa9517dfcd345339cf3d56ddf7b98c8f1398f6b50a,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
wrong_result_hash-0,wrong_result_hash,0,INVALID,The supplied execution receipt is bound to the exact supplied result table.,BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-001c,BFA-013a",BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-001c,BFA-013a",The receipt result digest is malformed or all-zero.,Fail closed through BFA-013a.,BFA-013a,True,f9a7948b92dd11b788d1511a4897f26fcbdb30cdaad5cf74c7b694586eee9f39,7aa2a9d9351646f6b51f1da63da9a76a32412a6b33abc34aa0ad97b428a4172d,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
wrong_result_hash-1,wrong_result_hash,1,INVALID,"For this completed analysis, the supplied execution receipt is bound to the exact supplied result table.",BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-001c,BFA-013a",BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-001c,BFA-013a",The receipt result digest is malformed or all-zero.,Fail closed through BFA-013a.,BFA-013a,True,6aa07149ee0bb5f07f8d19418de81ce95a55d184d3e3343ec0194940b17995ab,7aa2a9d9351646f6b51f1da63da9a76a32412a6b33abc34aa0ad97b428a4172d,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
wrong_result_hash-2,wrong_result_hash,2,INVALID,Our reported conclusion is: The supplied execution receipt is bound to the exact supplied result table.,BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-001c,BFA-013a",BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-001c,BFA-013a",The receipt result digest is malformed or all-zero.,Fail closed through BFA-013a.,BFA-013a,True,eba6d9424bdd992cf2902cd86a98fcf12718206d01be7a0dfc2d06aad6ca7f3e,7aa2a9d9351646f6b51f1da63da9a76a32412a6b33abc34aa0ad97b428a4172d,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
